deice	ˈdʲɛcɪ
fomhórach	ˈfˠəuoːɾˠəx
mbriseanna	ˈmʲɾʲɪʃən̪ˠə
mbás	mˠɑːsˠ
bheifeá	ˈvʲɛfʲeɑː
aithreacha	ˈahɾʲəxə
cuiseog	ˈkɪʃoːɡ
ropad	ˈɾˠɔpˠəd̪ˠ
teachtaire	ˈtʲaxt̪ˠəɾʲə
cumannachas	ˈkʊmˠən̪ˠəxəsˠ
mhaoil	wiːlʲ
cleasaí	ˈclʲasˠiː
eim	ɛmʲ
bréagfholt	ˈbʲɾʲeːɡəl̪ˠt̪ˠ
crómatach	ˈkɾˠoːmˠət̪ˠəx
draoithe	ˈd̪ˠɾˠiːhə
chaoil	xiːlʲ
feiceálach	ˈfʲɛceɑːlˠəx
dréimire	ˈdʲɾʲeːmʲəɾʲə
cláirseach	ˈklˠɑːɾˠʃəx
cearc	caɾˠk
geallaim	ˈɟalˠəmʲ
ciaróg	ˈciəɾˠoːɡ
rince	ˈɾˠɪn̠ʲcɪ
Bolcán	ˈbˠɔl̪ˠkɑːnˠ
bpian	ˈbʲiən̪ˠ
aoil	iːlʲ
píosa	ˈpʲiːsˠə
dtigh	dʲɪ
spéir	ʃpʲeːɾʲ
ceoltóir	ˈcoːl̪ˠt̪ˠóɾʲ
fúinn	fˠún̪ˠ
-igh	-ə
-aigh	-ə
dearc	dʲaɾˠk
beirigh	ˈbʲɛɾʲə
carball	ˈkaɾˠəbˠəlˠ
pince	ˈpʲɪn̠ʲcɪ
áth	ɑː
deasc	dʲasˠk
tagtar	ˈt̪ˠaɡt̪ˠəɾˠ
ghlan	lˠan̪ˠ
phus	fˠʊsˠ
béile	ˈbʲeːlʲə
céile	ˈceːlʲə
ponc	pˠɔn̪ˠk
páipéir	ˈpˠɑːpʲeːɾʲ
féile	ˈfʲeːlʲə
h-Éirinn	h-ˈeːɾʲən̪ˠ
ceirt	cɛɾˠtʲ
flaith	fˠlˠa
Eastóinis	ˈasˠt̪ˠónʲəʃ
graeip	ˈɟɾʲeːpʲ
saoistí	ˈsˠiːʃtʲiː
-fidh	-fʲɪ
ardrí	ˈaɾʲədʲɾʲiː
fearthainne	ˈfʲaɾˠən̪ˠə
buíon	ˈbˠuiːnʲ
slisne	ˈʃlʲɪʃnʲə
dte	dʲɛ
ní	nʲiː
mí	mʲiː
scaoilte	ˈsˠkiːl̠ʲtʲə
sí	ʃiː
rí	ɾˠiː
teagascóir	ˈtʲaɡəsˠkóɾʲ
óg	oːɡ
bronnaim	ˈbˠɾˠʊn̪ˠəmʲ
fíon geal	fʲiːnʲ ˈɟalˠ
uí	ˈuiː
tí	tʲiː
Eibhlín	ˈɛvʲlʲiːnʲ
dán	d̪ˠɑːnˠ
gcás	ɡɑːsˠ
cuain	ˈkuənʲ
cába	ˈkɑːbˠə
bádóir	ˈbˠɑːd̪ˠóɾʲ
lonnaithe	ˈlˠʊn̪ˠəhə
ionaidh	ˈiən̪ˠə
araon	ˈaɾˠiːnˠ
ite	ˈɪtʲə
seanmhná	ˈʃan̪ˠwn̪ˠɑː
crágach	ˈkɾˠɑːɡəx
leáis	ˈlʲeɑːʃ
stuaic	ˈsˠt̪ˠuəc
beirid	ˈbʲɛɾʲɪdʲ
briosca	ˈbʲɾʲiəsˠkə
cána	ˈkɑːn̪ˠə
níonn	nʲiːnʲ
mhilis	ˈvʲɪlʲəʃ
ceoch	coːx
casóg	ˈkasˠoːɡ
tlig	tʲlʲɪɟ
bhfeileann	ˈvʲɛlʲən̪ˠ
tobar	ˈt̪ˠɔbˠəɾˠ
chur	xʊɾˠ
tuiscint	ˈt̪ˠɪʃcɪn̠ʲtʲ
gcaraid	ˈɡaɾˠədʲ
abras	ˈabˠɾˠəsˠ
puball	ˈpˠʊbˠəlˠ
luathcha	ˈlˠuəhxə
cráin	kɾˠɑːnʲ
lána	ˈlˠɑːn̪ˠə
ramhar	ˈɾˠəuəɾˠ
ngrian	ˈŋɾʲiən̪ˠ
gearrcach	ˈɟaɾˠkəx
pána	ˈpˠɑːn̪ˠə
-imid	-ˈɪmʲɪdʲ
cóstaí	ˈkoːsˠt̪ˠiː
thraochta	ˈhɾˠiːxt̪ˠə
tána	ˈt̪ˠɑːn̪ˠə
thoiligh	ˈhɛlʲə
olaí	ˈɔlˠiː
Dún Laoghaire	d̪ˠuːn̪ˠ ˈlˠiːɣəɾʲə
-ím	-iːmʲ
scragall	ˈsˠkɾˠaɡəlˠ
Máirt	mˠɑːɾˠtʲ
-aimid	-amʲɪdʲ
néal	nʲeːlˠ
i ngrá	əˈŋɾˠɑː
beithíoch	ˈbʲɛhiː
ag	əɡ
tiocfaimid	ˈtʲjʊkfˠəmʲɪdʲ
oighear	ˈɛjəɾˠ
aonraic	ˈiːn̠̪ˠɾˠəc
dúcha	ˈd̪ˠuːxə
dúinte	ˈd̪ˠún̪ʲtʲə
ógánach	ˈoːɡɑːn̪ˠəx
hais	haʃ
Colmán	ˈkɔl̪ˠmˠɑːnˠ
téaltó	ˈtʲeːl̠ˠt̪ˠoː
cais	kaʃ
bolscaire	ˈbˠɔl̪ˠsˠkəɾʲə
dúirt	ˈd̪ˠúɾˠtʲ
roimhe	ˈɾˠɛə
paragraf	ˈpˠaɾˠəɡɾˠəfˠ
Cúil Raithin	ˌkúlˠ ˈɾˠahɪnʲ
athrú	ˈahɾˠuː
gealacán	ˈɟalˠəkɑːnˠ
maiseach	ˈmˠaʃəx
ghrian	ˈɾʲiən̪ˠ
timpeall	ˈtʲɪmʲpʲəlˠ
cladhaire	ˈklˠaiəɾʲə
ceapaire	ˈcapˠəɾʲə
ceannaire	ˈcan̪ˠəɾʲə
maoine	ˈmˠiːnʲə
chrá	xɾˠɑː
bharúil	ˈwaɾˠúlʲ
deasaigh	ˈdʲasˠə
táirgiúil	ˈt̪ˠɑːɾʲɟúlʲ
langa	ˈlˠɪŋə
úlla	ˈuːlˠə
freastalta	ˈfʲɾʲasˠt̪ˠəl̪ˠt̪ˠə
áitíonn	ˈɑːtʲiːnʲ
fheictear	ˈɛctʲəɾˠ
ód	oːd̪ˠ
Dochartach	ˈd̪ˠɔxəɾˠt̪ˠəx
comrádaí	ˈkɔmˠɾˠɑːd̪ˠiː
díth	dʲiː
táinte	ˈt̪ˠɑːn̪ʲtʲə
cileagram	ˈcɪlʲəɡɾˠəmˠ
foraois	ˈfˠɔɾˠiːʃ
aidhmeannas	ˈɑːmʲən̪ˠəsˠ
seabhac	ˈʃəuək
líomóid	ˈlʲiːmˠódʲ
Muileann gCearr	ˌmˠɪlʲən̪ˠ ˈɟaɾˠ
bhfeiceanna	ˈvʲɛcən̪ˠə
leis	lʲɛʃ
fadálach	ˈfˠad̪ˠɑːlˠəx
tiocfad	ˈtʲjʊkfˠəd̪ˠ
seasamh	ˈʃasˠəu
Éire	ˈeːɾʲə
dóbair	ˈd̪ˠoːbˠəɾʲ
ál	ɑːlˠ
sliogán	ˈʃlʲiəɡɑːnˠ
Gearmáinis	ˈɟaɾˠmˠɑːnʲəʃ
cosán	ˈkɔsˠɑːnˠ
bolcánach	ˈbˠɔl̪ˠkɑːn̪ˠəx
tógálaí	ˈt̪ˠoːɡɑːlˠiː
mire	ˈmʲɪɾʲə
faighteá	ˈfˠatʲeɑː
ollaimh	ˈɔlˠaiiː
seanfhocal	ˈʃan̪ˠəkəlˠ
snag	sˠn̪ˠaɡ
péitseog	ˈpʲeːtʲʃoːɡ
bailiúchán	ˈbˠalʲuːxɑːnˠ
beanna	ˈbʲan̪ˠə
San	sˠan̪ˠ
fhear	aɾˠ
gC	ɡ
síol	ʃiːlʲ
aire	ˈaɾʲə
gcis	ɟɪʃ
criadh	ˈcɾʲiə
cuirfidh	ˈkɪɾʲfʲə
cáilíocht	ˈkɑːlʲiːçtʲ
leis-sean	ˈlʲɛʃ-ʃən̪ˠ
ballach	ˈbˠalˠəx
freastalaím	ˈfʲɾʲasˠt̪ˠəlˠəmʲ
póca	ˈpˠoːkə
scíth	ʃciː
cearca	ˈcaɾˠkə
táin	t̪ˠɑːnʲ
Nás na Ríogh	n̪ˠɑːsˠ n̪ˠə ˈɾʲiː
cearta	ˈcaɾˠt̪ˠə
síth	ʃiː
tútach	ˈt̪ˠuːt̪ˠəx
craice	ˈkɾˠacɪ
dtí	dʲiː
bhod	wɔd̪ˠ
suíomh gréasáin	ˌsˠuíoiː ˈɟɾʲeːsˠɑːnʲ
seamra	ˈʃamˠɾˠə
fiafheoil	ˈfʲiəoːlʲ
lacha	ˈlˠaxə
feo	fʲoː
mithid	ˈmʲɪhɪdʲ
buíochán	ˈbˠuiːxɑːnˠ
snoí	ˈsˠn̪ˠoiː
loiteach	ˈlˠɪtʲəx
min	mʲɪnʲ
chuir i dtaisce	xɪɾʲ əˈd̪ˠaʃcɪ
tagaimid	ˈt̪ˠaɡəmʲɪdʲ
chosa	ˈxɔsˠə
cistin	ˈcɪʃtʲɪnʲ
sibhse	ˈʃəiʃə
draoi	d̪ˠɾˠiː
Baile Nua na hArda	ˌbˠalʲə n̪ˠuə n̪ˠə ˈhaɾˠəd̪ˠə
ráite	ˈɾˠɑːtʲə
Eithne	ˈɛhnʲə
sin	ʃɪnʲ
boig	bˠɪɟ
suíochán	ˈsˠuiːxɑːnˠ
bpianta	ˈbʲiən̪ˠt̪ˠə
libhse	ˈlʲəiʃə
fearúil	ˈfʲaɾˠúlʲ
ruóg	ˈɾˠuoːɡ
dúigh	ˈd̪ˠú
gorachas	ˈɡɔɾˠəxəsˠ
macalla	ˈmˠakəlˠə
iarsmalann	ˈiəɾˠsˠmˠəlˠən̪ˠ
buntáiste	ˈbˠʊn̪ˠt̪ˠɑːʃtʲə
gin	ɟɪnʲ
stoptha	ˈsˠt̪ˠɔpˠə
ein	ɛnʲ
shníomh	hnʲíoiː
gheibh	jɛvʲ
bliana	ˈbʲlʲiən̪ˠə
doras	ˈd̪ˠɔɾˠəsˠ
Luimneach	ˈlˠɪmʲnʲəx
Caitríona	ˈkatʲɾʲiːn̪ˠə
dheas	jasˠ
lúb	lˠuːbˠ
n-athruithe	n̪ˠ-ˈahɾˠəhə
Inis	ˈɪnʲəʃ
bhligh	vʲlʲɪ
Fionlainnis	ˈfʲiən̪ˠlˠən̪ˠəʃ
bogaigh	ˈbˠɔɡə
spúnóg	ˈsˠpˠuːn̪ˠoːɡ
trí	tʲɾʲiː
feirm	fʲɛɾʲmʲ
cúb	kuːbˠ
déanaim	ˈdʲeːn̪ˠəmʲ
tuir	t̪ˠɪɾʲ
gúna	ˈɡuːn̪ˠə
treoracha	ˈtʲɾʲoːɾˠəxə
beirir	ˈbʲɛɾʲəɾʲ
aníos	ˈanʲiːʃ
grúpa	ˈɡɾˠuːpˠə
reatha	ˈɾˠahə
bogach	ˈbˠɔɡəx
dóiche	ˈd̪ˠóçə
inniu	ˈɪnʲə
brí	bʲɾʲiː
iníona	ˈɪnʲiːn̪ˠə
phearsana	ˈfʲaɾˠsˠən̪ˠə
chiar	ˈçiəɾˠ
tharta	ˈhɛɾˠt̪ˠə
goradh	ˈɡɔɾˠə
plódaithe	ˈpˠlˠoːd̪ˠəhə
Droichead Nua	ˌd̪ˠɾˠɛhəd̪ˠ ˈn̪ˠuə
tuirseach	ˈt̪ˠʊɾˠʃəx
inár gcoinne	ˌɪn̪ˠɑːɾˠ ˈɡɪnʲə
abhras	ˈəuɾˠəsˠ
fuilir	ˈfˠɪlʲəɾʲ
breall	bʲɾʲaːlˠ
ceirbreach	ˈcɛɾʲəbʲɾʲəx
baoth	bˠiː
ceachtanna	ˈcaxt̪ˠən̪ˠə
aoibheallach	ˈiːvʲəlˠəx
phasta	ˈfˠasˠt̪ˠə
gcathair	ˈɡahəɾʲ
gráig	ɡɾˠɑːɟ
liopa	ˈlʲiəpˠə
beimid	ˈbʲɛmʲɪdʲ
ceaptha	ˈcapˠə
giorraím	ˈɟiəɾˠəmʲ
cím	ciːmʲ
breá	ˈbʲɾʲeɑː
mungarlach	ˈmˠʊŋəɾˠlˠəx
urchóid	ˈʊɾˠxódʲ
fichid	ˈfʲɪçɪdʲ
mais	mˠaʃ
gruama	ˈɡɾˠuəmˠə
lím	lʲiːmʲ
mhóra	ˈwoːɾˠə
gaoth	ɡiː
soipín	ˈsˠɛpʲiːnʲ
pobalscoil	ˈpˠɔbˠəl̪ˠsˠkəlʲ
tais	t̪ˠaʃ
snaga	ˈsˠn̪ˠaɡə
buaf	bˠuəfˠ
thaire	ˈhaɾʲə
maraí	ˈmˠaɾˠiː
saraiste	ˈsˠaɾˠəʃtʲə
feirge	ˈfʲɛɾʲəɟɪ
teoiric chinnteoireachta	ˌtʲoːɾʲɪc ˈçɪn̠ʲtʲoːɾʲəxt̪ˠə
foighid	ˈfˠɛjɪdʲ
feochan	ˈfʲoːxən̪ˠ
bláthach	ˈbˠlˠɑːhəx
athuair	ˈahuəɾʲ
eofón	ˈoːfˠoːnˠ
cistine	ˈcɪʃtʲənʲə
óinsí	ˈón̪ʲʃiː
ghrása	ˈɾˠɑːsˠə
cuimhneochaidh	ˈkɪvʲnʲoːxə
shinsir	ˈhɪn̠ʲʃəɾʲ
seod	ʃoːd̪ˠ
ceannas	ˈcan̪ˠəsˠ
inscne	ˈɪn̠ʲʃcnʲə
gala	ˈɡalˠə
bachta	ˈbˠaxt̪ˠə
plána	ˈpˠlˠɑːn̪ˠə
-tí	-tʲiː
cloisint	ˈklˠɛʃən̪ʲtʲ
bród	bˠɾˠoːd̪ˠ
péiste	ˈpʲeːʃtʲə
Uíbh Fhailí	ˌuiːw ˈalʲiː
láidre	ˈlˠɑːdʲɾʲə
féach	fʲeːx
bP	bˠ
god é	ɡɪdʲ ˈeː
deimhin	ˈdʲeiiːɪnʲ
cuaird	ˈkuəɾʲdʲ
fásach	ˈfˠɑːsˠəx
duais	ˈd̪ˠuəʃ
charria	ˈxaɾˠiə
siamban	ˈʃiəmˠbˠən̪ˠ
tráthanna	ˈt̪ˠɾˠɑːhən̪ˠə
bhfichidí	ˈvʲɪçədʲiː
bholg	wɔl̪ˠɡ
uachta	ˈuəxt̪ˠə
beiche	ˈbʲɛçə
asainne	ˈasˠən̪ˠə
'ur	'ʊɾˠ
míreanna	ˈmʲiːɾʲən̪ˠə
bhfear	vʲaɾˠ
phost	fˠɔsˠt̪ˠ
fadhbanna	ˈfˠaibˠən̪ˠə
Cheatharlach	ˈçahəɾˠlˠəx
plimp	pʲlʲɪmʲpʲ
ngeall	ŋaːlˠ
leaga	ˈlʲaɡə
ar bun	əɾˠˈbˠʊn̪ˠ
dorchacht	ˈd̪ˠɔɾˠxəxt̪ˠ
sacsafón	ˈsˠaksˠəfˠoːnˠ
chiseanna	ˈçɪʃən̪ˠə
Catalóinis	ˈkat̪ˠəlˠónʲəʃ
stró	sˠt̪ˠɾˠoː
d'fháisc	d̪ˠ'ˈɑːʃc
den	dʲɪnʲ
bliain	ˈbʲlʲiənʲ
clúdach	ˈklˠuːd̪ˠəx
dúramar	ˈd̪ˠuːɾˠəmˠəɾˠ
ciseanna	ˈcɪʃən̪ˠə
fíodóir	ˈfʲiːd̪ˠóɾʲ
galach	ˈɡalˠəx
taos	t̪ˠiːsˠ
luin	lˠɪnʲ
ham	hamˠ
iarann	ˈiəɾˠən̪ˠ
buailteacha	ˈbˠuəl̪ʲtʲəxə
trína	tʲɾʲiːn̪ˠə
cárt	kɑːɾˠt̪ˠ
veigeatóir	vˈɛɟət̪ˠóɾʲ
gcead	ɟad̪ˠ
gcloisteáil	ˈɡlˠɛʃtʲeɑːlʲ
rud beag	ɾˠɪdʲ ˈbʲaɡ
grása	ˈɡɾˠɑːsˠə
frása	ˈfˠɾˠɑːsˠə
gránna	ˈɡɾˠɑːn̪ˠə
lúthchleasaí	ˈlˠuːhçlʲəsˠiː
tharra	ˈhaɾˠə
fiántas	ˈfʲiɑːn̪ˠt̪ˠəsˠ
scagtha	ˈsˠkakə
grág	ɡɾˠɑːɡ
bhf	vˠ
dhíolamar	ˈjiːlˠəmˠəɾˠ
mbod	mˠɔd̪ˠ
folcaim	ˈfˠɔl̪ˠkəmʲ
aiseag	ˈaʃəɡ
maratón	ˈmˠaɾˠət̪ˠoːnˠ
geala	ˈɟalˠə
cónaigh	ˈkoːn̪ˠə
séabra	ˈʃeːbˠɾˠə
cailín	ˈkalʲiːnʲ
fhreastal	ˈɾʲasˠt̪ˠəlˠ
chúb	xuːbˠ
aicise	ˈacɪʃə
Muiris	ˈmˠɪɾʲəʃ
litir	ˈlʲɪtʲəɾʲ
raiméis	ˈɾˠamʲeːʃ
codail	ˈkɔd̪ˠəlʲ
oileann	ˈɛlʲən̪ˠ
inis	ˈɪnʲəʃ
gorach	ˈɡɔɾˠəx
bhfaide	ˈwadʲə
bpeata	ˈbʲat̪ˠə
rísín	ˈɾˠiːʃiːnʲ
ceantar	ˈcan̪ˠt̪ˠəɾˠ
uaill	ˈuəlˠ
gránach	ˈɡɾˠɑːn̪ˠəx
chuarta	ˈxuəɾˠt̪ˠə
buachaill	ˈbˠuəxəlˠ
thugainn	ˈhʊɡən̪ˠ
chara	ˈxaɾˠə
cré	cɾʲeː
lúfar	ˈlˠuːfˠəɾˠ
ar fáil	əɾˠˈfˠɑːlʲ
bead	bʲad̪ˠ
deoire	ˈdʲoːɾʲə
cealg	cal̪ˠɡ
greis	ɟɾʲɛʃ
Críostaí	ˈcɾʲiːsˠt̪ˠiː
hair	haɾʲ
claonaim	ˈklˠiːn̪ˠəmʲ
réam	ɾˠeːmˠ
carraigreacha	ˈkaɾˠəɟɾʲəxə
chailleas	ˈxalˠəsˠ
Liatroim	ˈlʲiət̪ˠɾˠəmʲ
nglas	ŋlˠasˠ
baineannach	ˈbˠanʲən̪ˠəx
crom	kɾˠɔmˠ
ceannasaí	ˈcan̪ˠəsˠiː
litiam	ˈlʲɪtʲiəmˠ
eitre	ˈɛtʲɾʲə
bhíos	vʲiːʃ
gabhlóg	ˈɡəulˠoːɡ
ginideach	ˈɟɪnʲədʲəx
air	aɾʲ
carn	kaɾˠn̪ˠ
bunaitheoir	ˈbˠʊn̪ˠəhoːɾʲ
saothar	ˈsˠiːhəɾˠ
cén áit	ceːn̪ˠˈɑːtʲ
gabhaidh	ˈɡəuə
-óidís	-ˈódʲiːʃ
n-ard	n̪ˠ-aɾˠd̪ˠ
bolcán	ˈbˠɔl̪ˠkɑːnˠ
piléar	ˈpʲɪlʲeːɾˠ
caomh	kiː
Meiriceá	ˈmʲɛɾʲɪceɑː
beiriú	ˈbʲɛɾʲuː
drochbhéasach	ˈd̪ˠɾˠɔhvʲeːsˠəx
culaith	ˈkʊlˠə
socra	ˈsˠɔkɾˠə
mbrise	ˈmʲɾʲɪʃə
gamal	ˈɡamˠəlˠ
Íosa	ˈiːsˠə
glúin	ˈɡlˠúnʲ
ceonna	ˈcoːn̪ˠə
ciumhais	ˈcəuəʃ
abrann	ˈabˠɾˠən̪ˠ
truaill	ˈt̪ˠɾˠuəlˠ
crosfaidh	ˈkɾˠɔsˠfˠə
sabhdán	ˈsˠəud̪ˠɑːnˠ
grean	ɟɾʲan̪ˠ
parasól	ˈpˠaɾˠəsˠoːlˠ
chis	çɪʃ
caoineas	ˈkiːnʲəsˠ
Mhí	vʲiː
gloine	ˈɡlˠɪnʲə
sochaí	ˈsˠɔxiː
threo	hɾʲoː
cuarc	kuəɾˠk
curaí	ˈkʊɾˠiː
deirinn	ˈdʲɛɾʲən̪ˠ
deifre	ˈdʲɛfʲɾʲə
gléasra	ˈɟlʲeːsˠɾˠə
glinn	ɟlʲɪnʲ
bhánaigh	ˈwɑːn̪ˠə
athair	ˈahəɾʲ
eich	ɛç
téarma	ˈtʲeːɾˠmˠə
canáil	ˈkan̪ˠɑːlʲ
seisear	ˈʃɛʃəɾˠ
déanta	ˈdʲeːn̠̪ˠt̪ˠə
deasa	ˈdʲasˠə
sagartúil	ˈsˠaɡəɾˠt̪ˠúlʲ
ngoid	ŋɪdʲ
chlé	çlʲeː
oirnis	ˈɛɾʲnʲəʃ
ndearnamar	ˈnʲaɾˠn̪ˠəmˠəɾˠ
bhig	vʲɪɟ
-finn	-fʲɪnʲ
aoire	ˈiːɾʲə
círe	ˈciːɾʲə
bhfiacha	ˈvʲiəxə
chaoi	xiː
ceolchoirm	ˈcoːl̪ˠxəɾʲmʲ
mbád	mˠɑːd̪ˠ
flatha	ˈfˠlˠahə
caorán	ˈkiːɾˠɑːnˠ
ceilp	cɛl̠ʲpʲ
ormsa	ˈɔɾˠmˠsˠə
ós	oːsˠ
rian	ˈɾˠiən̪ˠ
bráid	bˠɾˠɑːdʲ
cánacha	ˈkɑːn̪ˠəxə
Beannchar	ˈbʲan̪ˠxəɾˠ
cibeal	ˈcɪbʲəlˠ
déan as	ˈdʲeːn̪ˠ asˠ
tionchar	ˈtʲiən̪ˠxəɾˠ
seisc	ʃɛʃc
iomrall	ˈʊmˠɾˠəlˠ
paiteanta	ˈpˠatʲən̪ˠt̪ˠə
ciseán	ˈcɪʃeɑːnˠ
cuirimid	ˈkɪɾʲəmʲɪdʲ
Alban	ˈalˠəbˠən̪ˠ
phis	fʲɪʃ
gibe	ˈɟɪbʲə
bodach	ˈbˠɔd̪ˠəx
liatha	ˈlʲiəhə
bíd	bʲiːdʲ
ifreann	ˈɪfʲɾʲən̪ˠ
bhfeicinn	ˈvʲɛcɪnʲ
cíd	ciːdʲ
chearc	çaɾˠk
arc	aɾˠk
gunna	ˈɡʊn̪ˠə
pioc	ˈpʲjʊk
dheineann	ˈjɛnʲən̪ˠ
toirnéis	ˈt̪ˠɛɾʲnʲeːʃ
coguas	ˈkɔɡuəsˠ
ghiob	ˈjiəbˠ
litre	ˈlʲɪtʲɾʲə
leathan	ˈlʲahən̪ˠ
ribe	ˈɾˠɪbʲə
faobhrach	ˈfˠiːwɾˠəx
cibé	ˈcɪbʲeː
práta	ˈpˠɾˠɑːt̪ˠə
scin	ʃcɪnʲ
choire	ˈxɛɾʲə
sistéal	ˈʃɪʃtʲeːlˠ
prásach	ˈpˠɾˠɑːsˠəx
chos	xɔsˠ
cú faoil	kuː ˈfˠiːlʲ
oiread	ˈɛɾʲəd̪ˠ
chuir	xɪɾʲ
dtaga	ˈd̪ˠaɡə
leamh	lʲəu
deise	ˈdʲɛʃə
mboicht	mˠɛhtʲ
céille	ˈceːlʲə
dreamanna	ˈdʲɾʲamˠən̪ˠə
pé	pʲeː
scéimh	ʃcéiiː
deire	ˈdʲɛɾʲə
Bandan	ˈbˠan̪ˠəd̪ˠən̪ˠ
Giúdach	ˈɟuːd̪ˠəx
feictear	ˈfʲɛctʲəɾˠ
ar maidin	əɾˠˈmˠadʲɪnʲ
pinginí	ˈpʲɪɲənʲiː
triomú	ˈtʲɾʲjʊmˠuː
geire	ˈɟɛɾʲə
chí	çiː
gustal	ˈɡʊsˠt̪ˠəlˠ
hairdí	ˈhaɾʲədʲiː
spailpín	ˈsˠpˠal̪ʲpʲiːnʲ
Aodhagán	ˈiːɣəɡɑːnˠ
gheasa	ˈjasˠə
marcach	ˈmˠaɾˠkəx
feascar	ˈfʲasˠkəɾˠ
cnoc	kɾˠɔk
aoibh	iːvʲ
mhí	vʲiː
barrchith	ˈbˠaɾˠçə
ná tráchtaigí air	n̪ˠɑː t̪ˠɾˠɑːxt̪ˠəɟiː ˈaɾʲ
maoin	mˠiːnʲ
claigeann	ˈklˠaɟən̪ˠ
thine	ˈhɪnʲə
chítear	ˈçiːtʲəɾˠ
laethanta	ˈlʲeːhən̪ˠt̪ˠə
deisigh	ˈdʲɛʃə
Pilib	ˈpʲɪlʲəbʲ
feisigh	ˈfʲɛʃə
chlóis	ˈxlˠóʃ
uiliteoir	ˈɪlʲɪtʲoːɾʲ
deagánach	ˈdʲaɡɑːn̪ˠəx
iarraim	ˈiəɾˠəmʲ
Cincís	ˈcɪn̠ʲciːʃ
aduaidh	ˈad̪ˠuə
huaireanta	ˈhuəɾʲən̪ˠt̪ˠə
ghustal	ˈɣʊsˠt̪ˠəlˠ
chúng	xəŋ
galúin	ˈɡalˠúnʲ
Pól	pˠoːlˠ
thinn	hɪnʲ
aerach	ˈeːɾˠəx
dhesean	ˈjɛʃən̪ˠ
Iorua	ˈiəɾˠuə
Connachta	ˈkʊn̪ˠəxt̪ˠə
oiltear	ˈɛl̠ʲtʲəɾˠ
dlúth	d̪ˠlˠuː
óinseacha	ˈón̪ʲʃəxə
aonaid	ˈiːn̪ˠədʲ
einsímeach	ˈɛn̠ʲʃiːmʲəx
Dia	ˈdʲiə
carraigín	ˈkaɾˠəɟiːnʲ
dhearnamar	ˈjaɾˠn̪ˠəmˠəɾˠ
Fraince	ˈfˠɾˠan̪ʲcɪ
siúr	ˈʃuːɾˠ
cleacht	clʲaxt̪ˠ
cloth	klˠɔ
cearr	caːɾˠ
hidrigin	ˈhɪdʲɾʲəɟɪnʲ
Haváis	ˈhavɑːʃ
crómasómach	ˈkɾˠoːmˠəsˠoːmˠəx
sileog	ˈʃɪlʲoːɡ
cheantar	ˈçan̪ˠt̪ˠəɾˠ
bhliain	ˈvʲlʲiənʲ
ala	ˈalˠə
fhuaire	ˈuəɾʲə
-as	-asˠ
ortsa	ˈɔɾˠt̪ˠsˠə
carachtar	ˈkaɾˠəxt̪ˠəɾˠ
sia	ˈʃiə
srath	sˠɾˠa
anocht	ˈan̪ˠəxt̪ˠ
Nollag	ˈn̪ˠɔlˠəɡ
óstach	ˈoːsˠt̪ˠəx
lia	ˈlʲiə
chic	çɪc
caraos	ˈkaɾˠiːsˠ
naoi	n̪ˠiː
dtreo	dʲɾʲoː
gléasaim	ˈɟlʲeːsˠəmʲ
beorach	ˈbʲoːɾˠəx
imeoidh	ˈɪmʲə
dia	ˈdʲiə
sní	ʃnʲiː
bia	ˈbʲiə
faoi	fˠiː
caoi	kiː
daoi	d̪ˠiː
fia	ˈfʲiə
Dé hAoine	dʲeː ˈhiːnʲə
spréite	ˈʃpʲɾʲeːtʲə
gob	ɡɔbˠ
bhatar	ˈwat̪ˠəɾˠ
liomóg	ˈlʲjʊmˠoːɡ
Dia dhuit	ˌdʲiə ˈɣɪtʲ
corn	kɔɾˠn̪ˠ
fís	fʲiːʃ
nochtaim	ˈn̪ˠɔxt̪ˠəmʲ
bís	bʲiːʃ
seol	ʃoːlˠ
habhann	ˈhəuən̪ˠ
nG	ŋ
móide	ˈmˠódʲə
binid	ˈbʲɪnʲɪdʲ
bá	bˠɑː
croch	kɾˠɔx
aon	iːnˠ
dosanna	ˈd̪ˠɔsˠən̪ˠə
con	kɔn̪ˠ
don	d̪ˠɔn̪ˠ
gaobhar	ˈɡiːwəɾˠ
Chonnacht	ˈxʊn̪ˠəxt̪ˠ
liom	lʲiəmˠ
Iacób	ˈiəkoːbˠ
liú	ˈlʲuː
ochtar	ˈɔxt̪ˠəɾˠ
táir	t̪ˠɑːɾʲ
ciseáin	ˈcɪʃeɑːnʲ
cineálta	ˈcɪnʲeɑːl̪ˠt̪ˠə
n-oilfeadh	n̪ˠ-ˈɛl̠ʲfʲə
chóta	ˈxoːt̪ˠə
sleamhna	ˈʃlʲəun̪ˠə
béasach	ˈbʲeːsˠəx
gnó	ɡɾˠoː
neada	ˈnʲad̪ˠə
rabhadar	ˈɾˠəuəd̪ˠəɾˠ
leomh	lʲoː
lúth	lˠuː
tnúth	t̪ˠɾˠuː
seada	ˈʃad̪ˠə
láib	lˠɑːbʲ
t-arán	t̪ˠ-ˈaɾˠɑːnˠ
monarc	ˈmˠɔn̪ˠəɾˠk
loime	ˈlˠɪmʲə
brachán	ˈbˠɾˠaxɑːnˠ
nGréigis	ˈŋɾʲeːɟɪʃ
criostal	ˈcɾʲiəsˠt̪ˠəlˠ
saora	ˈsˠiːɾˠə
facs	fˠaksˠ
